n,annee
345983,1796
745397,1797
1117823,1798
585475,1799
833368,1800
968482,1801
1332677,1802
1453143,1803
1104029,1804
818161,1805
792341,1806
776767,1807
898768,1808
808085,1809
959498,1810
1183658,1811
2092584,1812
935115,1813
933687,1814
1113863,1815
1896008,1816
1673798,1817
2126891,1818
2288715,1819
2730615,1820
4459146,1821
2733267,1822
3120479,1823
3726215,1824
2976003,1825
2918102,1826
3077355,1827
3280494,1828
3209218,1829
2944889,1830
1872937,1831
2398790,1832
3260744,1833
4380880,1834
4037422,1835
4412120,1836
4270326,1837
4706083,1838
4792502,1839
4183332,1840
3635725,1841
4367671,1842
4699358,1843
4916116,1844
6766637,1845
4389360,1846
5719536,1847
3427785,1848
3003961,1849
4304668,1850
4374593,1851
4163534,1852
6968106,1853
5819502,1854
5439422,1855
6225857,1856
5410777,1857
6187399,1858
5245482,1859
6137023,1860
6274705,1861
8595372,1862
6375822,1863
6286804,1864
6237689,1865
6908385,1866
7334651,1867
5965117,1868
7858590,1869
5026315,1870
3569528,1871
6336447,1872
6466458,1873
7004932,1874
7335718,1875
7806050,1876
7894843,1877
7097775,1878
7353710,1879
7659650,1880
7235418,1881
6498747,1882
7088589,1883
7428037,1884
7784297,1885
10239358,1886
7601270,1887
7244928,1888
8508922,1889
7416727,1890
5536662,1891
6503522,1892
6541152,1893
6878431,1894
6542707,1895
5711512,1896
5785510,1897
5837506,1898
5359216,1899
6692651,1900
5844406,1901
5080731,1902
5002727,1903
4975166,1904
5362200,1905
5631935,1906
4101555,1907
4668494,1908
4995474,1909
4776528,1910
5138146,1911
4449260,1912
4314204,1913
3497538,1914
1441688,1915
1833224,1916
1745183,1917
1659158,1918
1889545,1919
2850628,1920
2290059,1921
3126303,1922
2389328,1923
1855336,1924
2268659,1925
2188812,1926
2165811,1927
2096531,1928
1948864,1929
2012439,1930
2324229,1931
1509510,1932
1235589,1933
1359713,1934
2103896,1935
1692806,1936
1099865,1937
1169276,1938
705857,1939
244213,1940
177466,1941
124823,1942
164966,1943
144693,1944
152289,1945
211231,1946
390487,1947
248848,1948
149031,1949
170852,1950
166275,1951
83820,1952
90275,1953
131421,1954
79369,1955
78223,1956
56614,1957
47173,1958
38700,1959
82271,1960
43607,1961
69566,1962
63119,1963
80848,1964
69649,1965
150315,1966
112548,1967
64437,1968
95406,1969
110572,1970
73514,1971
82928,1972
127460,1973
138522,1974
63365,1975
72655,1976
97467,1977
105623,1978
112705,1979
121371,1980
195315,1981
88095,1982
119467,1983
201871,1984
94420,1985
73423,1986
87153,1987
87595,1988
69462,1989
98794,1990
63084,1991
48992,1992
59985,1993
49994,1994
36045,1995
30337,1996
46202,1997
40106,1998
44180,1999
78348,2000
31431,2001
17100,2002
16433,2003
19429,2004
17034,2005
39076,2006
17329,2007
30571,2008
13951,2009
14910,2010
12227,2011
14703,2012
8952,2013
21208,2014
5882,2015
1488,2016
