2966,1642
1804,1644
680,1647
352,1649
6023,1651
315,1654
548,1656
2400,1657
1472,1661
730,1662
2013,1663
544,1667
3325,1668
482,1669
1352,1671
376,1672
348,1674
832,1675
709,1676
4138,1678
7440,1679
6830,1680
5472,1681
4305,1682
5081,1683
4840,1684
5305,1685
5360,1686
4534,1687
6083,1688
8938,1689
5480,1690
6781,1691
5127,1692
5464,1693
6084,1694
12695,1695
5052,1696
18434,1697
13607,1698
34472,1699
7454,1700
9030,1701
12388,1702
11739,1703
13061,1704
11903,1705
15415,1706
8756,1707
8539,1708
11166,1709
6723,1710
7188,1711
5897,1712
4344,1713
5721,1714
5125,1715
4947,1716
15619,1717
18578,1718
18004,1719
14161,1720
14767,1721
10411,1722
10328,1723
10826,1724
10415,1725
14556,1726
9505,1727
9620,1728
10848,1729
11474,1730
11476,1731
7847,1732
11810,1733
15481,1734
17078,1735
12615,1736
11484,1737
9512,1738
11439,1739
14331,1740
20195,1741
15133,1742
21825,1743
18607,1744
16122,1745
14943,1746
21221,1747
19844,1748
18150,1749
20484,1750
11432,1751
17848,1752
15799,1753
19506,1754
23385,1755
25055,1756
33492,1757
28375,1758
21995,1759
33909,1760
28843,1761
27796,1762
19504,1763
13895,1764
20339,1765
17755,1766
16090,1767
15476,1768
15077,1769
21975,1770
25425,1771
20879,1772
37930,1773
42714,1774
43126,1775
31608,1776
48977,1777
47871,1778
43815,1779
45019,1780
43962,1781
43018,1782
38094,1783
27437,1784
32427,1785
34782,1786
41274,1787
44550,1788
126253,1789
215478,1790
402673,1791
408757,1792
393139,1793
329526,1794
231207,1795
305122,1796
361135,1797
352893,1798
288432,1799
215787,1800
226842,1801
263858,1802
250084,1803
264278,1804
230701,1805
225244,1806
235130,1807
189300,1808
243281,1809
215712,1810
203525,1811
212552,1812
212123,1813
194965,1814
225377,1815
237816,1816
227778,1817
268043,1818
380654,1819
458794,1820
515385,1821
586507,1822
549481,1823
496717,1824
482119,1825
601990,1826
581255,1827
771498,1828
934893,1829
968074,1830
1033629,1831
1028528,1832
1169557,1833
1216000,1834
1386047,1835
1482196,1836
1782121,1837
1575085,1838
1537723,1839
1544317,1840
1679449,1841
1716445,1842
1799573,1843
2020157,1844
2303923,1845
2204729,1846
2079633,1847
2243586,1848
2548927,1849
2556372,1850
2504345,1851
2025972,1852
1752914,1853
1794968,1854
1797534,1855
1866394,1856
2101658,1857
1916329,1858
2276931,1859
2328647,1860
2590637,1861
2677201,1862
2903689,1863
2868960,1864
3033782,1865
2910778,1866
2957847,1867
3538108,1868
4365047,1869
4762110,1870
3997942,1871
5141408,1872
5585910,1873
5673004,1874
5914252,1875
6401132,1876
6629091,1877
6472278,1878
6902628,1879
7381793,1880
7795652,1881
8812954,1882
8358393,1883
8356917,1884
8354583,1885
8575696,1886
9108771,1887
9135809,1888
9558737,1889
9710773,1890
10057457,1891
10666844,1892
11048901,1893
11588933,1894
11923457,1895
11875788,1896
12433488,1897
12523600,1898
12713290,1899
13083339,1900
12914097,1901
13154966,1902
13556377,1903
14103454,1904
13706933,1905
13817402,1906
13921830,1907
13378764,1908
12914779,1909
13361393,1910
14202564,1911
14415501,1912
15365155,1913
11970421,1914
9239103,1915
10059380,1916
8818387,1917
8660409,1918
9371844,1919
10250078,1920
11448347,1921
12540498,1922
13451451,1923
13028162,1924
12994255,1925
12735972,1926
13060616,1927
13925875,1928
13867903,1929
13874531,1930
14153920,1931
14411142,1932
14799145,1933
16087950,1934
15794146,1935
15610443,1936
14324568,1937
13436169,1938
10274564,1939
4654429,1940
4658581,1941
4053663,1942
3569023,1943
2436825,1944
1473050,1945
2121338,1946
2373463,1947
2304543,1948
2112629,1949
2038833,1950
975556,1951
320775,1952
325973,1953
354515,1954
347618,1955
338891,1956
362421,1957
346616,1958
314572,1959
331287,1960
336714,1961
320566,1962
274159,1963
275226,1964
289184,1965
333746,1966
314227,1967
286316,1968
307785,1969
289885,1970
299411,1971
310008,1972
280095,1973
297177,1974
282686,1975
273596,1976
264358,1977
254770,1978
271430,1979
251767,1980
269045,1981
254218,1982
242243,1983
283027,1984
264183,1985
301309,1986
283661,1987
259530,1988
272916,1989
267677,1990
285700,1991
267394,1992
272686,1993
242089,1994
242708,1995
273048,1996
262297,1997
243188,1998
209170,1999
183166,2000
130944,2001
122068,2002
119903,2003
112387,2004
95493,2005
91163,2006
91202,2007
89740,2008
81606,2009
53507,2010
57675,2011
48307,2012
31003,2013
27307,2014
23145,2015
8914,2016
8269,2017
5546,2018
