49,1380
3507,1519
50,1545
43,1546
1297,1547
38,1549
658,1550
2736,1551
540,1552
489,1554
447,1556
105,1557
102,1559
1114,1561
65,1562
133,1563
44,1564
238,1566
130,1567
115,1568
4420,1569
620,1570
249,1571
894,1572
2395,1573
3702,1574
5293,1576
46,1578
30,1580
1539,1581
102,1582
75,1583
23,1584
1636,1585
1468,1586
2502,1587
7732,1588
1097,1589
478,1590
972,1591
273,1592
1544,1593
914,1595
5257,1596
1260,1597
1,1598
5107,1599
12821,1600
5051,1601
5699,1602
14005,1603
21866,1604
18644,1605
10995,1606
9027,1607
27697,1608
19183,1609
39824,1610
28151,1611
17067,1612
18390,1613
33431,1614
36194,1615
28981,1616
23815,1617
44954,1618
28430,1619
21415,1620
33446,1621
21890,1622
14330,1623
24143,1624
20818,1625
19173,1626
29550,1627
33484,1628
37758,1629
15293,1630
32632,1631
23444,1632
25561,1633
17359,1634
37162,1635
26429,1636
43320,1637
66018,1638
33895,1639
28764,1640
35705,1641
33755,1642
67778,1643
52661,1644
48098,1645
50587,1646
41054,1647
31531,1648
38313,1649
42883,1650
42345,1651
30737,1652
61679,1653
35512,1654
37986,1655
37667,1656
33562,1657
15435,1658
36100,1659
42744,1660
69858,1661
34439,1662
48917,1663
67974,1664
50958,1665
66556,1666
38589,1667
38423,1668
10598,1669
20404,1670
57924,1671
11904,1672
28320,1673
23477,1674
55640,1675
27075,1676
32822,1677
23176,1678
44105,1679
42820,1680
47257,1681
48408,1682
113876,1683
60652,1684
97950,1685
42891,1686
57659,1687
45491,1688
43717,1689
47319,1690
74872,1691
15392,1692
211088,1693
78228,1694
80294,1695
70979,1696
91576,1697
50897,1698
95289,1699
121025,1700
177284,1701
109111,1702
69524,1703
55616,1704
68319,1705
70413,1706
49057,1707
71861,1708
54333,1709
87661,1710
51977,1711
80784,1712
50747,1713
179532,1714
135133,1715
96451,1716
61386,1717
133673,1718
190327,1719
69466,1720
69166,1721
56382,1722
135480,1723
415633,1724
166576,1725
93439,1726
109873,1727
102119,1728
141696,1729
110654,1730
82354,1731
165961,1732
113291,1733
268996,1734
282074,1735
94254,1736
200446,1737
311975,1738
187772,1739
163037,1740
112460,1741
444653,1742
88803,1743
160163,1744
122310,1745
107066,1746
82213,1747
138410,1748
123830,1749
246768,1750
309638,1751
165670,1752
211988,1753
310158,1754
272759,1755
260633,1756
306301,1757
251252,1758
359676,1759
243516,1760
200469,1761
259477,1762
193415,1763
200266,1764
182033,1765
218974,1766
263327,1767
299183,1768
295400,1769
402994,1770
385781,1771
488386,1772
231302,1773
254397,1774
629802,1775
376435,1776
634289,1777
556219,1778
438872,1779
531970,1780
411359,1781
551344,1782
568274,1783
531467,1784
498942,1785
567701,1786
678364,1787
514207,1788
424679,1789
327019,1790
319186,1791
339550,1792
299166,1793
216874,1794
201377,1795
177974,1796
351491,1797
499291,1798
270706,1799
378259,1800
458774,1801
601482,1802
626124,1803
491633,1804
359464,1805
346532,1806
338289,1807
406934,1808
359007,1809
424121,1810
514959,1811
904151,1812
423849,1813
440130,1814
530549,1815
757688,1816
793745,1817
1046411,1818
1076004,1819
1297152,1820
2090085,1821
1229473,1822
1447525,1823
1703001,1824
1369388,1825
1366834,1826
1379614,1827
1476481,1828
1438740,1829
1380025,1830
888132,1831
1112963,1832
1458417,1833
1944082,1834
1838010,1835
2002871,1836
1877907,1837
2144880,1838
2194580,1839
1900087,1840
1624708,1841
2041708,1842
2089883,1843
2211728,1844
3019244,1845
2027312,1846
2707852,1847
1538542,1848
1366622,1849
1943658,1850
1973272,1851
1909990,1852
3118401,1853
2513531,1854
2426112,1855
2715614,1856
2423839,1857
2791841,1858
2376905,1859
2771868,1860
2733778,1861
3858727,1862
2827803,1863
2745057,1864
2806971,1865
2999009,1866
3151462,1867
2630438,1868
3500974,1869
2192395,1870
1716628,1871
2844626,1872
2861062,1873
3039538,1874
3257497,1875
3495069,1876
3487041,1877
3123856,1878
3253886,1879
3386343,1880
3152914,1881
2814691,1882
3109011,1883
3262032,1884
3298326,1885
4276493,1886
3322009,1887
3181836,1888
3581071,1889
3128559,1890
2363060,1891
2718251,1892
2782499,1893
2874339,1894
2763038,1895
2439844,1896
2420614,1897
2500337,1898
2338683,1899
2783252,1900
2456249,1901
2119150,1902
2087220,1903
2075869,1904
2282553,1905
2402948,1906
1742006,1907
1954438,1908
2106746,1909
1999418,1910
2129284,1911
1848101,1912
1811846,1913
