1424766,1914
650099,1915
805986,1916
776418,1917
731902,1918
825817,1919
1231578,1920
971034,1921
1306061,1922
1032416,1923
771921,1924
955414,1925
934691,1926
922603,1927
862604,1928
816866,1929
859513,1930
975500,1931
649316,1932
532726,1933
583098,1934
827999,1935
681178,1936
422568,1937
458140,1938
258873,1939
95771,1940
77038,1941
51506,1942
66369,1943
62446,1944
72107,1945
96218,1946
162110,1947
110243,1948
64097,1949
71194,1950
72010,1951
37059,1952
39566,1953
49833,1954
28175,1955
27153,1956
18719,1957
15685,1958
12920,1959
32458,1960
15895,1961
23626,1962
23726,1963
30875,1964
23386,1965
59519,1966
44494,1967
24303,1968
34947,1969
37004,1970
26356,1971
25554,1972
44445,1973
52508,1974
19103,1975
24576,1976
33319,1977
37551,1978
34649,1979
45670,1980
79342,1981
31439,1982
44909,1983
82137,1984
31913,1985
21841,1986
25939,1987
29272,1988
25125,1989
40633,1990
25085,1991
16637,1992
27406,1993
21224,1994
13233,1995
10785,1996
15519,1997
13828,1998
16311,1999
14244,2000
11080,2001
4795,2002
4831,2003
5711,2004
5199,2005
14585,2006
6709,2007
9255,2008
4836,2009
6874,2010
4352,2011
4962,2012
3351,2013
7911,2014
2409,2015
354,2016
