29022,1963,5
30351,1963,6
26846,1963,7
24621,1963,8
26996,1963,9
32380,1963,10
31524,1963,11
31136,1963,12
30622,1964,1
29933,1964,2
29752,1964,3
29841,1964,4
31741,1964,5
30247,1964,6
28905,1964,7
22981,1964,8
30321,1964,9
32130,1964,10
32131,1964,11
33257,1964,12
27982,1965,1
26065,1965,2
30334,1965,3
30750,1965,4
30397,1965,5
32318,1965,6
30515,1965,7
24454,1965,8
30748,1965,9
33389,1965,10
33432,1965,11
31887,1965,12
29978,1966,1
28347,1966,2
32372,1966,3
31039,1966,4
29191,1966,5
30877,1966,6
29059,1966,7
26915,1966,8
30373,1966,9
31147,1966,10
31262,1966,11
33794,1966,12
30540,1967,1
31755,1967,2
36377,1967,3
32907,1967,4
35057,1967,5
38047,1967,6
33849,1967,7
29907,1967,8
35260,1967,9
37082,1967,10
37153,1967,11
36360,1967,12
33697,1968,1
35963,1968,2
36882,1968,3
37478,1968,4
33455,1968,5
34527,1968,6
36967,1968,7
34395,1968,8
38366,1968,9
39998,1968,10
43212,1968,11
41861,1968,12
41935,1969,1
38376,1969,2
39705,1969,3
41763,1969,4
41039,1969,5
38851,1969,6
39040,1969,7
35318,1969,8
39912,1969,9
42426,1969,10
42243,1969,11
42097,1969,12
41900,1970,1
38308,1970,2
38005,1970,3
40102,1970,4
42688,1970,5
43042,1970,6
39007,1970,7
35231,1970,8
40994,1970,9
50193,1970,10
44104,1970,11
48222,1970,12
43087,1971,1
37572,1971,2
45528,1971,3
45875,1971,4
42455,1971,5
45998,1971,6
36727,1971,7
31045,1971,8
38573,1971,9
41775,1971,10
40532,1971,11
39591,1971,12
32873,1972,1
33049,1972,2
39134,1972,3
36979,1972,4
41093,1972,5
39566,1972,6
35740,1972,7
29378,1972,8
41276,1972,9
43021,1972,10
42170,1972,11
40250,1972,12
41368,1973,1
39279,1973,2
43014,1973,3
39539,1973,4
46765,1973,5
43564,1973,6
39451,1973,7
32703,1973,8
44670,1973,9
47687,1973,10
45718,1973,11
42896,1973,12
42548,1974,1
36642,1974,2
41409,1974,3
44591,1974,4
48295,1974,5
46326,1974,6
39644,1974,7
34325,1974,8
40367,1974,9
43573,1974,10
42475,1974,11
45862,1974,12
43677,1975,1
39314,1975,2
42536,1975,3
41882,1975,4
43660,1975,5
42165,1975,6
39811,1975,7
31500,1975,8
38325,1975,9
43535,1975,10
40361,1975,11
45021,1975,12
41182,1976,1
36171,1976,2
46556,1976,3
43289,1976,4
47693,1976,5
46079,1976,6
38945,1976,7
31669,1976,8
39408,1976,9
45471,1976,10
46649,1976,11
41386,1976,12
38400,1977,1
39940,1977,2
46879,1977,3
44433,1977,4
45622,1977,5
47693,1977,6
41163,1977,7
32695,1977,8
43403,1977,9
46338,1977,10
51172,1977,11
46136,1977,12
42963,1978,1
38681,1978,2
45550,1978,3
44195,1978,4
47675,1978,5
48204,1978,6
36805,1978,7
34929,1978,8
43506,1978,9
48238,1978,10
46381,1978,11
45290,1978,12
46394,1979,1
40335,1979,2
48968,1979,3
43016,1979,4
48247,1979,5
49094,1979,6
40001,1979,7
33394,1979,8
43642,1979,9
53640,1979,10
52384,1979,11
51666,1979,12
50199,1980,1
48004,1980,2
54148,1980,3
50089,1980,4
51465,1980,5
49855,1980,6
46126,1980,7
37958,1980,8
48344,1980,9
48590,1980,10
45477,1980,11
51494,1980,12
46004,1981,1
41759,1981,2
48808,1981,3
46653,1981,4
49387,1981,5
49220,1981,6
42521,1981,7
35259,1981,8
46743,1981,9
50874,1981,10
45099,1981,11
46980,1981,12
42787,1982,1
41165,1982,2
47427,1982,3
44719,1982,4
44862,1982,5
47178,1982,6
41108,1982,7
36684,1982,8
43930,1982,9
46919,1982,10
45330,1982,11
87723,1982,12
43879,1983,1
38338,1983,2
45703,1983,3
41987,1983,4
44820,1983,5
42559,1983,6
36689,1983,7
36095,1983,8
41110,1983,9
45422,1983,10
46327,1983,11
43830,1983,12
41543,1984,1
38870,1984,2
45400,1984,3
39277,1984,4
44190,1984,5
44261,1984,6
40670,1984,7
37406,1984,8
40631,1984,9
47597,1984,10
41396,1984,11
40498,1984,12
36948,1985,1
37251,1985,2
42335,1985,3
40064,1985,4
42745,1985,5
41183,1985,6
38914,1985,7
35980,1985,8
34833,1985,9
40484,1985,10
39552,1985,11
38652,1985,12
40677,1986,1
37281,1986,2
40988,1986,3
40760,1986,4
42131,1986,5
41978,1986,6
41487,1986,7
31558,1986,8
38528,1986,9
43368,1986,10
36903,1986,11
40770,1986,12
44043,1987,1
41815,1987,2
46603,1987,3
43919,1987,4
46924,1987,5
41112,1987,6
38010,1987,7
32445,1987,8
40172,1987,9
45836,1987,10
45426,1987,11
44586,1987,12
43953,1988,1
39273,1988,2
47412,1988,3
45923,1988,4
47161,1988,5
47321,1988,6
40689,1988,7
33239,1988,8
44797,1988,9
48525,1988,10
45144,1988,11
46417,1988,12
43005,1989,1
41468,1989,2
48256,1989,3
44631,1989,4
47417,1989,5
48144,1989,6
44265,1989,7
34633,1989,8
45023,1989,9
50926,1989,10
49921,1989,11
48271,1989,12
45132,1990,1
42941,1990,2
52466,1990,3
41477,1990,4
39966,1990,5
46064,1990,6
36164,1990,7
32555,1990,8
43720,1990,9
48484,1990,10
48236,1990,11
42653,1990,12
46888,1991,1
43419,1991,2
47721,1991,3
42629,1991,4
45508,1991,5
46487,1991,6
38905,1991,7
33856,1991,8
44954,1991,9
49744,1991,10
45487,1991,11
45238,1991,12
43328,1992,1
44404,1992,2
47065,1992,3
46986,1992,4
46121,1992,5
47094,1992,6
45005,1992,7
32204,1992,8
48081,1992,9
49572,1992,10
47265,1992,11
47581,1992,12
49255,1993,1
45552,1993,2
53903,1993,3
46607,1993,4
50855,1993,5
50701,1993,6
45597,1993,7
32444,1993,8
49678,1993,9
51987,1993,10
50309,1993,11
49768,1993,12
49461,1994,1
46995,1994,2
52770,1994,3
49334,1994,4
53009,1994,5
52495,1994,6
47063,1994,7
33990,1994,8
51476,1994,9
53476,1994,10
49451,1994,11
45800,1994,12
46937,1995,1
46595,1995,2
52915,1995,3
48671,1995,4
53927,1995,5
52285,1995,6
39375,1995,7
33596,1995,8
49687,1995,9
51750,1995,10
48889,1995,11
48151,1995,12
48892,1996,1
52134,1996,2
57041,1996,3
50985,1996,4
52969,1996,5
54283,1996,6
46113,1996,7
36219,1996,8
49192,1996,9
55817,1996,10
52518,1996,11
58838,1996,12
98468,1997,1
94880,1997,2
101182,1997,3
57165,1997,4
59934,1997,5
57622,1997,6
49733,1997,7
40425,1997,8
54911,1997,9
62933,1997,10
59011,1997,11
54370,1997,12
57350,1998,1
56038,1998,2
60040,1998,3
61035,1998,4
61563,1998,5
63641,1998,6
57645,1998,7
37218,1998,8
60597,1998,9
61130,1998,10
55588,1998,11
53969,1998,12
57832,1999,1
54466,1999,2
57116,1999,3
59106,1999,4
58332,1999,5
62484,1999,6
50059,1999,7
40576,1999,8
55553,1999,9
63436,1999,10
58647,1999,11
58386,1999,12
69033,2000,1
69679,2000,2
78405,2000,3
66400,2000,4
82636,2000,5
76178,2000,6
63752,2000,7
53307,2000,8
90311,2000,9
79460,2000,10
79765,2000,11
74660,2000,12
106282,2001,1
124001,2001,2
148325,2001,3
127868,2001,4
141215,2001,5
135222,2001,6
112045,2001,7
97595,2001,8
136141,2001,9
139065,2001,10
117126,2001,11
104361,2001,12
107063,2002,1
105528,2002,2
118605,2002,3
121310,2002,4
122704,2002,5
134906,2002,6
94465,2002,7
65696,2002,8
108739,2002,9
112529,2002,10
106080,2002,11
62190,2002,12
60606,2003,1
60947,2003,2
67774,2003,3
63042,2003,4
61081,2003,5
60212,2003,6
57808,2003,7
45313,2003,8
65921,2003,9
70990,2003,10
64702,2003,11
63092,2003,12
59387,2004,1
59710,2004,2
72275,2004,3
63613,2004,4
63323,2004,5
69066,2004,6
50511,2004,7
51013,2004,8
65255,2004,9
65298,2004,10
65511,2004,11
56686,2004,12
61890,2005,1
59676,2005,2
73341,2005,3
55951,2005,4
87866,2005,5
105545,2005,6
78447,2005,7
69247,2005,8
99323,2005,9
93722,2005,10
90667,2005,11
88178,2005,12
92098,2006,1
86050,2006,2
133318,2006,3
79620,2006,4
52303,2006,5
61040,2006,6
41660,2006,7
40608,2006,8
49094,2006,9
51812,2006,10
50867,2006,11
47525,2006,12
49714,2007,1
49086,2007,2
60037,2007,3
58622,2007,4
58999,2007,5
57414,2007,6
46239,2007,7
40444,2007,8
54852,2007,9
55359,2007,10
52602,2007,11
47652,2007,12
53065,2008,1
53284,2008,2
54270,2008,3
49456,2008,4
57563,2008,5
57362,2008,6
47269,2008,7
45882,2008,8
54171,2008,9
56580,2008,10
51219,2008,11
49142,2008,12
51027,2009,1
51299,2009,2
52661,2009,3
51072,2009,4
51393,2009,5
55249,2009,6
47957,2009,7
41075,2009,8
55880,2009,9
60546,2009,10
60138,2009,11
53972,2009,12
55107,2010,1
54329,2010,2
61951,2010,3
61403,2010,4
61680,2010,5
68601,2010,6
59586,2010,7
51153,2010,8
67725,2010,9
70468,2010,10
67925,2010,11
65402,2010,12
64268,2011,1
64793,2011,2
77720,2011,3
66629,2011,4
71823,2011,5
67865,2011,6
58882,2011,7
58326,2011,8
82089,2011,9
88349,2011,10
86503,2011,11
82513,2011,12
84240,2012,1
83696,2012,2
93111,2012,3
91138,2012,4
99898,2012,5
88326,2012,6
65076,2012,7
59889,2012,8
71817,2012,9
80011,2012,10
75748,2012,11
62139,2012,12
71055,2013,1
67501,2013,2
70084,2013,3
72774,2013,4
76940,2013,5
75668,2013,6
67716,2013,7
56930,2013,8
73481,2013,9
78686,2013,10
75791,2013,11
65355,2013,12
70166,2014,1
69186,2014,2
72359,2014,3
64992,2014,4
68484,2014,5
70594,2014,6
55801,2014,7
47804,2014,8
64483,2014,9
42715,2014,10
34548,2014,11
33978,2014,12
43865,2015,1
41418,2015,2
46252,2015,3
31964,2015,4
19469,2015,5
44766,2015,6
36693,2015,7
27419,2015,8
38870,2015,9
39558,2015,10
36945,2015,11
35442,2015,12
34204,2016,1
36751,2016,2
40042,2016,3
35639,2016,4
36798,2016,5
38522,2016,6
42937,2016,7
66027,2016,8
77199,2016,9
77022,2016,10
80472,2016,11
70070,2016,12
78537,2017,1
71630,2017,2
83524,2017,3
76812,2017,4
79110,2017,5
80635,2017,6
67102,2017,7
58298,2017,8
77739,2017,9
76204,2017,10
76393,2017,11
69371,2017,12
72358,2018,1
72091,2018,2
79411,2018,3
70635,2018,4
77037,2018,5
86247,2018,6
72335,2018,7
56725,2018,8
75250,2018,9
79143,2018,10
74549,2018,11
67657,2018,12
74037,2019,1
69852,2019,2
79810,2019,3
70981,2019,4
73697,2019,5
74108,2019,6
66946,2019,7
55920,2019,8
71894,2019,9
78250,2019,10
72152,2019,11
66084,2019,12
67802,2020,1
66175,2020,2
73402,2020,3
67412,2020,4
64022,2020,5
70242,2020,6
62545,2020,7
55498,2020,8
76236,2020,9
77272,2020,10
74605,2020,11
69743,2020,12
68858,2021,1
65575,2021,2
75686,2021,3
69767,2021,4
70067,2021,5
78996,2021,6
68727,2021,7
54997,2021,8
72007,2021,9
77421,2021,10
69946,2021,11
71294,2021,12
73895,2022,1
85118,2022,2
82514,2022,3
75801,2022,4
74796,2022,5
77602,2022,6
75283,2022,7
61928,2022,8
