2834,1944,12
5688,1945,1
4989,1945,2
5827,1945,3
5652,1945,4
6175,1945,5
5634,1945,6
6485,1945,7
6373,1945,8
6513,1945,9
6685,1945,10
7302,1945,11
7771,1945,12
6720,1946,1
6797,1946,2
7400,1946,3
7202,1946,4
7386,1946,5
8136,1946,6
10768,1946,7
11684,1946,8
10102,1946,9
10374,1946,10
9927,1946,11
9657,1946,12
8108,1947,1
4613,1947,2
4351,1947,3
10279,1947,4
9973,1947,5
9398,1947,6
10041,1947,7
9241,1947,8
9802,1947,9
9488,1947,10
9105,1947,11
6272,1947,12
9772,1948,1
9108,1948,2
10134,1948,3
9255,1948,4
9167,1948,5
9886,1948,6
10731,1948,7
10708,1948,8
9995,1948,9
10698,1948,10
9921,1948,11
11545,1948,12
10005,1949,1
9479,1949,2
10980,1949,3
10517,1949,4
11578,1949,5
10825,1949,6
11408,1949,7
11465,1949,8
10773,1949,9
12370,1949,10
11654,1949,11
13228,1949,12
12698,1950,1
11036,1950,2
12606,1950,3
12343,1950,4
12009,1950,5
12153,1950,6
14777,1950,7
12392,1950,8
12240,1950,9
13520,1950,10
13873,1950,11
14659,1950,12
14313,1951,1
11704,1951,2
13746,1951,3
12129,1951,4
14008,1951,5
12784,1951,6
13439,1951,7
10268,1951,8
13597,1951,9
12059,1951,10
12136,1951,11
12968,1951,12
14772,1952,1
13760,1952,2
13940,1952,3
13570,1952,4
14562,1952,5
15765,1952,6
15364,1952,7
14690,1952,8
14901,1952,9
15585,1952,10
14924,1952,11
16900,1952,12
15566,1953,1
13807,1953,2
13917,1953,3
13277,1953,4
13586,1953,5
15381,1953,6
17781,1953,7
15034,1953,8
14283,1953,9
17616,1953,10
17012,1953,11
16718,1953,12
15669,1954,1
13836,1954,2
17198,1954,3
16628,1954,4
18440,1954,5
19515,1954,6
16130,1954,7
16183,1954,8
15056,1954,9
16484,1954,10
16729,1954,11
18662,1954,12
14689,1955,1
15302,1955,2
17677,1955,3
14497,1955,4
15109,1955,5
15586,1955,6
15514,1955,7
17256,1955,8
15852,1955,9
17548,1955,10
15685,1955,11
16810,1955,12
14618,1956,1
16028,1956,2
17263,1956,3
16746,1956,4
18196,1956,5
15598,1956,6
15718,1956,7
14618,1956,8
15666,1956,9
18271,1956,10
19227,1956,11
17148,1956,12
17021,1957,1
13833,1957,2
16594,1957,3
16373,1957,4
17037,1957,5
17902,1957,6
16433,1957,7
15357,1957,8
15595,1957,9
17213,1957,10
18551,1957,11
15775,1957,12
16160,1958,1
15473,1958,2
17976,1958,3
16534,1958,4
18305,1958,5
16189,1958,6
16305,1958,7
14386,1958,8
15931,1958,9
15646,1958,10
15354,1958,11
13827,1958,12
15385,1959,1
14532,1959,2
14815,1959,3
15010,1959,4
14608,1959,5
15059,1959,6
16964,1959,7
14790,1959,8
15340,1959,9
15254,1959,10
14299,1959,11
17589,1959,12
16678,1960,1
17043,1960,2
16646,1960,3
13884,1960,4
15983,1960,5
15778,1960,6
16874,1960,7
13643,1960,8
16597,1960,9
16203,1960,10
17121,1960,11
17277,1960,12
16358,1961,1
15688,1961,2
15395,1961,3
16735,1961,4
15414,1961,5
15022,1961,6
18091,1961,7
16734,1961,8
16854,1961,9
16461,1961,10
16833,1961,11
17953,1961,12
19967,1962,1
17751,1962,2
20751,1962,3
17998,1962,4
20238,1962,5
18117,1962,6
17092,1962,7
15585,1962,8
17037,1962,9
21095,1962,10
18798,1962,11
18268,1962,12
18653,1963,1
17088,1963,2
19405,1963,3
16147,1963,4
17984,1963,5
18804,1963,6
17851,1963,7
16605,1963,8
17307,1963,9
21044,1963,10
20236,1963,11
18758,1963,12
17660,1964,1
18709,1964,2
19206,1964,3
19381,1964,4
19635,1964,5
19102,1964,6
18634,1964,7
15330,1964,8
19209,1964,9
19780,1964,10
19771,1964,11
20062,1964,12
17999,1965,1
16847,1965,2
20231,1965,3
19107,1965,4
19695,1965,5
20933,1965,6
19781,1965,7
16965,1965,8
19148,1965,9
20893,1965,10
21356,1965,11
19644,1965,12
19734,1966,1
18718,1966,2
20764,1966,3
19440,1966,4
18842,1966,5
19376,1966,6
18289,1966,7
18234,1966,8
20032,1966,9
19984,1966,10
19914,1966,11
20876,1966,12
19826,1967,1
20826,1967,2
23587,1967,3
21664,1967,4
23116,1967,5
26400,1967,6
22560,1967,7
20667,1967,8
22731,1967,9
23845,1967,10
23928,1967,11
23203,1967,12
22822,1968,1
25087,1968,2
24945,1968,3
24986,1968,4
25475,1968,5
25258,1968,6
